	x	y	cell_count
Spot_139	197.5	64.07894736842105	18.0
Spot_140	2.5	74.34210526315789	18.0
Spot_141	12.763157894736842	74.34210526315789	20.0
Spot_142	23.026315789473685	74.34210526315789	19.0
Spot_143	33.28947368421053	74.34210526315789	20.0
Spot_144	43.55263157894737	74.34210526315789	19.0
Spot_145	53.81578947368421	74.34210526315789	20.0
Spot_146	64.07894736842105	74.34210526315789	19.0
Spot_147	74.34210526315789	74.34210526315789	20.0
Spot_148	84.60526315789474	74.34210526315789	20.0
Spot_149	94.86842105263159	74.34210526315789	20.0
Spot_150	105.13157894736842	74.34210526315789	20.0
Spot_151	115.39473684210526	74.34210526315789	20.0
Spot_152	125.65789473684211	74.34210526315789	20.0
Spot_153	135.92105263157896	74.34210526315789	19.0
Spot_154	146.18421052631578	74.34210526315789	20.0
Spot_155	156.44736842105263	74.34210526315789	19.0
Spot_156	166.71052631578948	74.34210526315789	20.0
Spot_157	176.97368421052633	74.34210526315789	19.0
Spot_158	187.23684210526318	74.34210526315789	20.0
Spot_159	197.5	74.34210526315789	18.0
Spot_160	2.5	84.60526315789474	18.0
Spot_161	12.763157894736842	84.60526315789474	19.0
Spot_162	23.026315789473685	84.60526315789474	19.0
Spot_163	33.28947368421053	84.60526315789474	20.0
Spot_164	43.55263157894737	84.60526315789474	19.0
Spot_165	53.81578947368421	84.60526315789474	19.0
Spot_166	64.07894736842105	84.60526315789474	18.0
Spot_167	74.34210526315789	84.60526315789474	20.0
Spot_168	84.60526315789474	84.60526315789474	20.0
Spot_169	94.86842105263159	84.60526315789474	19.0
Spot_170	105.13157894736842	84.60526315789474	19.0
Spot_171	115.39473684210526	84.60526315789474	20.0
Spot_172	125.65789473684211	84.60526315789474	20.0
Spot_173	135.92105263157896	84.60526315789474	18.0
Spot_174	146.18421052631578	84.60526315789474	19.0
Spot_175	156.44736842105263	84.60526315789474	19.0
Spot_176	166.71052631578948	84.60526315789474	20.0
Spot_177	176.97368421052633	84.60526315789474	19.0
Spot_178	187.23684210526318	84.60526315789474	19.0
Spot_179	197.5	84.60526315789474	18.0
Spot_180	2.5	94.86842105263159	18.0
Spot_181	12.763157894736842	94.86842105263159	20.0
Spot_182	23.026315789473685	94.86842105263159	21.0
Spot_183	33.28947368421053	94.86842105263159	20.0
Spot_184	43.55263157894737	94.86842105263159	19.0
Spot_185	53.81578947368421	94.86842105263159	21.0
Spot_186	64.07894736842105	94.86842105263159	21.0
Spot_187	74.34210526315789	94.86842105263159	20.0
Spot_188	84.60526315789474	94.86842105263159	19.0
Spot_189	94.86842105263159	94.86842105263159	21.0
Spot_190	105.13157894736842	94.86842105263159	21.0
Spot_191	115.39473684210526	94.86842105263159	19.0
Spot_192	125.65789473684211	94.86842105263159	20.0
Spot_193	135.92105263157896	94.86842105263159	21.0
Spot_194	146.18421052631578	94.86842105263159	21.0
Spot_195	156.44736842105263	94.86842105263159	19.0
Spot_196	166.71052631578948	94.86842105263159	20.0
Spot_197	176.97368421052633	94.86842105263159	21.0
Spot_198	187.23684210526318	94.86842105263159	20.0
Spot_199	197.5	94.86842105263159	18.0
Spot_200	2.5	105.13157894736842	18.0
Spot_201	12.763157894736842	105.13157894736842	20.0
Spot_202	23.026315789473685	105.13157894736842	21.0
Spot_203	33.28947368421053	105.13157894736842	20.0
Spot_204	43.55263157894737	105.13157894736842	19.0
Spot_205	53.81578947368421	105.13157894736842	21.0
Spot_206	64.07894736842105	105.13157894736842	21.0
Spot_207	74.34210526315789	105.13157894736842	20.0
Spot_208	84.60526315789474	105.13157894736842	19.0
Spot_209	94.86842105263159	105.13157894736842	21.0
Spot_210	105.13157894736842	105.13157894736842	21.0
Spot_211	115.39473684210526	105.13157894736842	19.0
Spot_212	125.65789473684211	105.13157894736842	20.0
Spot_213	135.92105263157896	105.13157894736842	21.0
Spot_214	146.18421052631578	105.13157894736842	21.0
Spot_215	156.44736842105263	105.13157894736842	19.0
Spot_216	166.71052631578948	105.13157894736842	20.0
Spot_217	176.97368421052633	105.13157894736842	21.0
Spot_218	187.23684210526318	105.13157894736842	20.0
Spot_219	197.5	105.13157894736842	18.0
Spot_220	2.5	115.39473684210526	18.0
Spot_221	12.763157894736842	115.39473684210526	19.0
Spot_222	23.026315789473685	115.39473684210526	19.0
Spot_223	33.28947368421053	115.39473684210526	20.0
Spot_224	43.55263157894737	115.39473684210526	19.0
Spot_225	53.81578947368421	115.39473684210526	19.0
Spot_226	64.07894736842105	115.39473684210526	18.0
Spot_227	74.34210526315789	115.39473684210526	20.0
Spot_228	84.60526315789474	115.39473684210526	20.0
Spot_229	94.86842105263159	115.39473684210526	19.0
Spot_230	105.13157894736842	115.39473684210526	19.0
Spot_231	115.39473684210526	115.39473684210526	20.0
Spot_232	125.65789473684211	115.39473684210526	20.0
Spot_233	135.92105263157896	115.39473684210526	18.0
Spot_234	146.18421052631578	115.39473684210526	19.0
Spot_235	156.44736842105263	115.39473684210526	19.0
Spot_236	166.71052631578948	115.39473684210526	20.0
Spot_237	176.97368421052633	115.39473684210526	19.0
Spot_238	187.23684210526318	115.39473684210526	19.0
Spot_239	197.5	115.39473684210526	18.0
Spot_240	2.5	125.65789473684211	18.0
Spot_241	12.763157894736842	125.65789473684211	20.0
Spot_242	23.026315789473685	125.65789473684211	19.0
Spot_243	33.28947368421053	125.65789473684211	20.0
Spot_244	43.55263157894737	125.65789473684211	19.0
Spot_245	53.81578947368421	125.65789473684211	20.0
Spot_246	64.07894736842105	125.65789473684211	19.0
Spot_247	74.34210526315789	125.65789473684211	20.0
Spot_248	84.60526315789474	125.65789473684211	20.0
Spot_249	94.86842105263159	125.65789473684211	20.0
Spot_250	105.13157894736842	125.65789473684211	20.0
Spot_251	115.39473684210526	125.65789473684211	20.0
Spot_252	125.65789473684211	125.65789473684211	20.0
Spot_253	135.92105263157896	125.65789473684211	19.0
Spot_254	146.18421052631578	125.65789473684211	20.0
Spot_255	156.44736842105263	125.65789473684211	19.0
Spot_256	166.71052631578948	125.65789473684211	20.0
Spot_257	176.97368421052633	125.65789473684211	19.0
Spot_258	187.23684210526318	125.65789473684211	20.0
Spot_259	197.5	125.65789473684211	18.0
Spot_260	2.5	135.92105263157896	18.0
Spot_261	12.763157894736842	135.92105263157896	21.0
Spot_262	23.026315789473685	135.92105263157896	21.0
Spot_263	33.28947368421053	135.92105263157896	20.0
Spot_264	43.55263157894737	135.92105263157896	19.0
Spot_265	53.81578947368421	135.92105263157896	21.0
Spot_266	64.07894736842105	135.92105263157896	21.0
Spot_267	74.34210526315789	135.92105263157896	19.0
Spot_268	84.60526315789474	135.92105263157896	18.0
Spot_269	94.86842105263159	135.92105263157896	21.0
Spot_270	105.13157894736842	135.92105263157896	21.0
Spot_271	115.39473684210526	135.92105263157896	18.0
Spot_272	125.65789473684211	135.92105263157896	19.0
Spot_273	135.92105263157896	135.92105263157896	21.0
Spot_274	146.18421052631578	135.92105263157896	21.0
Spot_275	156.44736842105263	135.92105263157896	19.0
Spot_276	166.71052631578948	135.92105263157896	20.0
Spot_277	176.97368421052633	135.92105263157896	21.0
Spot_278	187.23684210526318	135.92105263157896	21.0
Spot_279	197.5	135.92105263157896	18.0
Spot_280	2.5	146.18421052631578	18.0
Spot_281	12.763157894736842	146.18421052631578	19.0
Spot_282	23.026315789473685	146.18421052631578	21.0
Spot_283	33.28947368421053	146.18421052631578	20.0
Spot_284	43.55263157894737	146.18421052631578	19.0
Spot_285	53.81578947368421	146.18421052631578	21.0
Spot_286	64.07894736842105	146.18421052631578	21.0
Spot_287	74.34210526315789	146.18421052631578	20.0
Spot_288	84.60526315789474	146.18421052631578	19.0
Spot_289	94.86842105263159	146.18421052631578	21.0
Spot_290	105.13157894736842	146.18421052631578	21.0
Spot_291	115.39473684210526	146.18421052631578	19.0
Spot_292	125.65789473684211	146.18421052631578	20.0
Spot_293	135.92105263157896	146.18421052631578	21.0
Spot_294	146.18421052631578	146.18421052631578	21.0
Spot_295	156.44736842105263	146.18421052631578	19.0
Spot_296	166.71052631578948	146.18421052631578	20.0
Spot_297	176.97368421052633	146.18421052631578	21.0
Spot_298	187.23684210526318	146.18421052631578	19.0
Spot_299	197.5	146.18421052631578	18.0
Spot_300	2.5	156.44736842105263	18.0
Spot_301	12.763157894736842	156.44736842105263	19.0
Spot_302	23.026315789473685	156.44736842105263	19.0
Spot_303	33.28947368421053	156.44736842105263	19.0
Spot_304	43.55263157894737	156.44736842105263	18.0
Spot_305	53.81578947368421	156.44736842105263	19.0
Spot_306	64.07894736842105	156.44736842105263	19.0
Spot_307	74.34210526315789	156.44736842105263	19.0
Spot_308	84.60526315789474	156.44736842105263	19.0
Spot_309	94.86842105263159	156.44736842105263	19.0
Spot_310	105.13157894736842	156.44736842105263	19.0
Spot_311	115.39473684210526	156.44736842105263	19.0
Spot_312	125.65789473684211	156.44736842105263	19.0
Spot_313	135.92105263157896	156.44736842105263	19.0
Spot_314	146.18421052631578	156.44736842105263	19.0
Spot_315	156.44736842105263	156.44736842105263	18.0
Spot_316	166.71052631578948	156.44736842105263	19.0
Spot_317	176.97368421052633	156.44736842105263	19.0
Spot_318	187.23684210526318	156.44736842105263	19.0
Spot_319	197.5	156.44736842105263	18.0
Spot_320	2.5	166.71052631578948	18.0
Spot_321	12.763157894736842	166.71052631578948	20.0
Spot_322	23.026315789473685	166.71052631578948	20.0
Spot_323	33.28947368421053	166.71052631578948	20.0
Spot_324	43.55263157894737	166.71052631578948	19.0
Spot_325	53.81578947368421	166.71052631578948	20.0
Spot_326	64.07894736842105	166.71052631578948	20.0
Spot_327	74.34210526315789	166.71052631578948	20.0
Spot_328	84.60526315789474	166.71052631578948	20.0
Spot_329	94.86842105263159	166.71052631578948	20.0
Spot_330	105.13157894736842	166.71052631578948	20.0
Spot_331	115.39473684210526	166.71052631578948	20.0
Spot_332	125.65789473684211	166.71052631578948	20.0
Spot_333	135.92105263157896	166.71052631578948	20.0
Spot_334	146.18421052631578	166.71052631578948	20.0
Spot_335	156.44736842105263	166.71052631578948	19.0
Spot_336	166.71052631578948	166.71052631578948	20.0
Spot_337	176.97368421052633	166.71052631578948	20.0
Spot_338	187.23684210526318	166.71052631578948	20.0
Spot_339	197.5	166.71052631578948	18.0
Spot_340	2.5	176.97368421052633	18.0
Spot_341	12.763157894736842	176.97368421052633	21.0
Spot_342	23.026315789473685	176.97368421052633	21.0
Spot_343	33.28947368421053	176.97368421052633	20.0
Spot_344	43.55263157894737	176.97368421052633	19.0
Spot_345	53.81578947368421	176.97368421052633	21.0
Spot_346	64.07894736842105	176.97368421052633	21.0
Spot_347	74.34210526315789	176.97368421052633	19.0
Spot_348	84.60526315789474	176.97368421052633	19.0
Spot_349	94.86842105263159	176.97368421052633	21.0
Spot_350	105.13157894736842	176.97368421052633	21.0
Spot_351	115.39473684210526	176.97368421052633	19.0
Spot_352	125.65789473684211	176.97368421052633	19.0
Spot_353	135.92105263157896	176.97368421052633	21.0
Spot_354	146.18421052631578	176.97368421052633	21.0
Spot_355	156.44736842105263	176.97368421052633	19.0
Spot_356	166.71052631578948	176.97368421052633	20.0
Spot_357	176.97368421052633	176.97368421052633	21.0
Spot_358	187.23684210526318	176.97368421052633	21.0
Spot_359	197.5	176.97368421052633	18.0
Spot_360	2.5	187.23684210526318	18.0
Spot_361	12.763157894736842	187.23684210526318	20.0
Spot_362	23.026315789473685	187.23684210526318	21.0
Spot_363	33.28947368421053	187.23684210526318	20.0
Spot_364	43.55263157894737	187.23684210526318	19.0
Spot_365	53.81578947368421	187.23684210526318	19.0
Spot_366	64.07894736842105	187.23684210526318	21.0
Spot_367	74.34210526315789	187.23684210526318	20.0
Spot_368	84.60526315789474	187.23684210526318	19.0
Spot_369	94.86842105263159	187.23684210526318	20.0
Spot_370	105.13157894736842	187.23684210526318	20.0
Spot_371	115.39473684210526	187.23684210526318	19.0
Spot_372	125.65789473684211	187.23684210526318	20.0
Spot_373	135.92105263157896	187.23684210526318	21.0
Spot_374	146.18421052631578	187.23684210526318	19.0
Spot_375	156.44736842105263	187.23684210526318	19.0
Spot_376	166.71052631578948	187.23684210526318	20.0
Spot_377	176.97368421052633	187.23684210526318	21.0
Spot_378	187.23684210526318	187.23684210526318	20.0
Spot_379	197.5	187.23684210526318	18.0
Spot_380	2.5	197.5	16.0
Spot_381	12.763157894736842	197.5	18.0
Spot_382	23.026315789473685	197.5	18.0
Spot_383	33.28947368421053	197.5	18.0
Spot_384	43.55263157894737	197.5	18.0
Spot_385	53.81578947368421	197.5	18.0
Spot_386	64.07894736842105	197.5	18.0
Spot_387	74.34210526315789	197.5	18.0
Spot_388	84.60526315789474	197.5	18.0
Spot_389	94.86842105263159	197.5	18.0
Spot_390	105.13157894736842	197.5	18.0
Spot_391	115.39473684210526	197.5	18.0
Spot_392	125.65789473684211	197.5	18.0
Spot_393	135.92105263157896	197.5	18.0
Spot_394	146.18421052631578	197.5	18.0
Spot_395	156.44736842105263	197.5	18.0
Spot_396	166.71052631578948	197.5	18.0
Spot_397	176.97368421052633	197.5	18.0
Spot_398	187.23684210526318	197.5	18.0
Spot_399	197.5	197.5	16.0
