Spot_221	benign
Spot_222	benign
Spot_223	benign
Spot_224	benign
Spot_225	benign
Spot_226	benign
Spot_227	benign
Spot_228	benign
Spot_229	benign
Spot_230	benign
Spot_231	benign
Spot_232	benign
Spot_233	benign
Spot_234	benign
Spot_235	benign
Spot_236	benign
Spot_237	benign
Spot_238	benign
Spot_239	benign
Spot_240	benign
Spot_241	benign
Spot_242	benign
Spot_243	benign
Spot_244	benign
Spot_245	benign
Spot_246	benign
Spot_247	benign
Spot_248	benign
Spot_249	benign
Spot_250	benign
Spot_251	benign
Spot_252	benign
Spot_253	benign
Spot_254	aberrant
Spot_255	aberrant
Spot_256	benign
Spot_257	benign
Spot_258	benign
Spot_259	benign
Spot_260	benign
Spot_261	benign
Spot_262	benign
Spot_263	benign
Spot_264	benign
Spot_265	benign
Spot_266	benign
Spot_267	benign
Spot_268	benign
Spot_269	benign
Spot_270	benign
Spot_271	benign
Spot_272	benign
Spot_273	aberrant
Spot_274	aberrant
Spot_275	aberrant
Spot_276	aberrant
Spot_277	benign
Spot_278	benign
Spot_279	benign
Spot_280	benign
Spot_281	benign
Spot_282	benign
Spot_283	benign
Spot_284	benign
Spot_285	benign
Spot_286	benign
Spot_287	benign
Spot_288	benign
Spot_289	benign
Spot_290	benign
Spot_291	aberrant
Spot_292	aberrant
Spot_293	aberrant
Spot_294	aberrant
Spot_295	aberrant
Spot_296	aberrant
Spot_297	benign
Spot_298	benign
Spot_299	benign
Spot_300	benign
Spot_301	benign
Spot_302	benign
Spot_303	benign
Spot_304	benign
Spot_305	benign
Spot_306	benign
Spot_307	benign
Spot_308	benign
Spot_309	benign
Spot_310	benign
Spot_311	aberrant
Spot_312	aberrant
Spot_313	aberrant
Spot_314	aberrant
Spot_315	aberrant
Spot_316	aberrant
Spot_317	benign
Spot_318	benign
Spot_319	benign
Spot_320	benign
Spot_321	benign
Spot_322	benign
Spot_323	benign
Spot_324	benign
Spot_325	benign
Spot_326	benign
Spot_327	benign
Spot_328	benign
Spot_329	benign
Spot_330	benign
Spot_331	benign
Spot_332	aberrant
Spot_333	aberrant
Spot_334	aberrant
Spot_335	aberrant
Spot_336	aberrant
Spot_337	benign
Spot_338	benign
Spot_339	benign
Spot_340	benign
Spot_341	benign
Spot_342	benign
Spot_343	benign
Spot_344	benign
Spot_345	benign
Spot_346	benign
Spot_347	benign
Spot_348	benign
Spot_349	benign
Spot_350	benign
Spot_351	benign
Spot_352	benign
Spot_353	aberrant
Spot_354	aberrant
Spot_355	aberrant
Spot_356	benign
Spot_357	benign
Spot_358	benign
Spot_359	benign
Spot_360	benign
Spot_361	benign
Spot_362	benign
Spot_363	benign
Spot_364	benign
Spot_365	benign
Spot_366	benign
Spot_367	benign
Spot_368	benign
Spot_369	benign
Spot_370	benign
Spot_371	benign
Spot_372	benign
Spot_373	benign
Spot_374	aberrant
Spot_375	aberrant
Spot_376	benign
Spot_377	benign
Spot_378	benign
Spot_379	benign
Spot_380	benign
Spot_381	benign
Spot_382	benign
Spot_383	benign
Spot_384	benign
Spot_385	benign
Spot_386	benign
Spot_387	benign
Spot_388	benign
Spot_389	benign
Spot_390	benign
Spot_391	benign
Spot_392	benign
Spot_393	benign
Spot_394	benign
Spot_395	benign
Spot_396	benign
Spot_397	benign
Spot_398	benign
Spot_399	benign
